anomaly_type,detection_method,level,study,site_id,country,region,metric,value,zscore,mean,std,severity,description,recommendation,lower_bound,upper_bound
STATISTICAL_OUTLIER,Z-Score,site,Study_21,Site 1389,COL,AMERICA,high_risk_count,32.0,8.66,1.548,3.517,CRITICAL,high_risk_count is 8.7 standard deviations above the mean (32.000 vs mean 1.548),Investigate why high_risk_count is unusually high at this site,,
STATISTICAL_OUTLIER,Z-Score,site,Study_21,Site 1390,COL,AMERICA,high_risk_count,13.0,3.26,1.548,3.517,HIGH,high_risk_count is 3.3 standard deviations above the mean (13.000 vs mean 1.548),Investigate why high_risk_count is unusually high at this site,,
STATISTICAL_OUTLIER,Z-Score,site,Study_21,Site 1400,CZE,EMEA,high_risk_count,23.0,6.1,1.548,3.517,CRITICAL,high_risk_count is 6.1 standard deviations above the mean (23.000 vs mean 1.548),Investigate why high_risk_count is unusually high at this site,,
STATISTICAL_OUTLIER,Z-Score,site,Study_21,Site 1405,CZE,EMEA,high_risk_count,12.0,2.97,1.548,3.517,MEDIUM,high_risk_count is 3.0 standard deviations above the mean (12.000 vs mean 1.548),Investigate why high_risk_count is unusually high at this site,,
STATISTICAL_OUTLIER,Z-Score,site,Study_21,Site 1413,CZE,EMEA,high_risk_count,11.0,2.69,1.548,3.517,MEDIUM,high_risk_count is 2.7 standard deviations above the mean (11.000 vs mean 1.548),Investigate why high_risk_count is unusually high at this site,,
STATISTICAL_OUTLIER,Z-Score,site,Study_21,Site 1415,CZE,EMEA,high_risk_count,14.0,3.54,1.548,3.517,HIGH,high_risk_count is 3.5 standard deviations above the mean (14.000 vs mean 1.548),Investigate why high_risk_count is unusually high at this site,,
STATISTICAL_OUTLIER,Z-Score,site,Study_21,Site 1417,CZE,EMEA,high_risk_count,18.0,4.68,1.548,3.517,CRITICAL,high_risk_count is 4.7 standard deviations above the mean (18.000 vs mean 1.548),Investigate why high_risk_count is unusually high at this site,,
STATISTICAL_OUTLIER,Z-Score,site,Study_21,Site 1436,HUN,EMEA,high_risk_count,22.0,5.81,1.548,3.517,CRITICAL,high_risk_count is 5.8 standard deviations above the mean (22.000 vs mean 1.548),Investigate why high_risk_count is unusually high at this site,,
STATISTICAL_OUTLIER,Z-Score,site,Study_21,Site 1438,HUN,EMEA,high_risk_count,14.0,3.54,1.548,3.517,HIGH,high_risk_count is 3.5 standard deviations above the mean (14.000 vs mean 1.548),Investigate why high_risk_count is unusually high at this site,,
STATISTICAL_OUTLIER,Z-Score,site,Study_21,Site 1446,HUN,EMEA,high_risk_count,16.0,4.11,1.548,3.517,CRITICAL,high_risk_count is 4.1 standard deviations above the mean (16.000 vs mean 1.548),Investigate why high_risk_count is unusually high at this site,,
STATISTICAL_OUTLIER,Z-Score,site,Study_21,Site 1456,ISR,EMEA,high_risk_count,19.0,4.96,1.548,3.517,CRITICAL,high_risk_count is 5.0 standard deviations above the mean (19.000 vs mean 1.548),Investigate why high_risk_count is unusually high at this site,,
STATISTICAL_OUTLIER,Z-Score,site,Study_21,Site 1458,ISR,EMEA,high_risk_count,12.0,2.97,1.548,3.517,MEDIUM,high_risk_count is 3.0 standard deviations above the mean (12.000 vs mean 1.548),Investigate why high_risk_count is unusually high at this site,,
STATISTICAL_OUTLIER,Z-Score,site,Study_21,Site 1467,LTU,EMEA,high_risk_count,30.0,8.09,1.548,3.517,CRITICAL,high_risk_count is 8.1 standard deviations above the mean (30.000 vs mean 1.548),Investigate why high_risk_count is unusually high at this site,,
STATISTICAL_OUTLIER,Z-Score,site,Study_21,Site 1468,LTU,EMEA,high_risk_count,21.0,5.53,1.548,3.517,CRITICAL,high_risk_count is 5.5 standard deviations above the mean (21.000 vs mean 1.548),Investigate why high_risk_count is unusually high at this site,,
STATISTICAL_OUTLIER,Z-Score,site,Study_21,Site 1471,LTU,EMEA,high_risk_count,24.0,6.38,1.548,3.517,CRITICAL,high_risk_count is 6.4 standard deviations above the mean (24.000 vs mean 1.548),Investigate why high_risk_count is unusually high at this site,,
STATISTICAL_OUTLIER,Z-Score,site,Study_21,Site 1474,LTU,EMEA,high_risk_count,11.0,2.69,1.548,3.517,MEDIUM,high_risk_count is 2.7 standard deviations above the mean (11.000 vs mean 1.548),Investigate why high_risk_count is unusually high at this site,,
STATISTICAL_OUTLIER,Z-Score,site,Study_21,Site 1479,MYS,ASIA,high_risk_count,12.0,2.97,1.548,3.517,MEDIUM,high_risk_count is 3.0 standard deviations above the mean (12.000 vs mean 1.548),Investigate why high_risk_count is unusually high at this site,,
STATISTICAL_OUTLIER,Z-Score,site,Study_21,Site 15,SVK,EMEA,high_risk_count,15.0,3.82,1.548,3.517,HIGH,high_risk_count is 3.8 standard deviations above the mean (15.000 vs mean 1.548),Investigate why high_risk_count is unusually high at this site,,
STATISTICAL_OUTLIER,Z-Score,site,Study_21,Site 1503,NZL,ASIA,high_risk_count,14.0,3.54,1.548,3.517,HIGH,high_risk_count is 3.5 standard deviations above the mean (14.000 vs mean 1.548),Investigate why high_risk_count is unusually high at this site,,
STATISTICAL_OUTLIER,Z-Score,site,Study_21,Site 1504,NZL,ASIA,high_risk_count,15.0,3.82,1.548,3.517,HIGH,high_risk_count is 3.8 standard deviations above the mean (15.000 vs mean 1.548),Investigate why high_risk_count is unusually high at this site,,
STATISTICAL_OUTLIER,Z-Score,site,Study_21,Site 1510,POL,EMEA,high_risk_count,12.0,2.97,1.548,3.517,MEDIUM,high_risk_count is 3.0 standard deviations above the mean (12.000 vs mean 1.548),Investigate why high_risk_count is unusually high at this site,,
STATISTICAL_OUTLIER,Z-Score,site,Study_21,Site 1513,POL,EMEA,high_risk_count,26.0,6.95,1.548,3.517,CRITICAL,high_risk_count is 7.0 standard deviations above the mean (26.000 vs mean 1.548),Investigate why high_risk_count is unusually high at this site,,
STATISTICAL_OUTLIER,Z-Score,site,Study_21,Site 1514,POL,EMEA,high_risk_count,27.0,7.24,1.548,3.517,CRITICAL,high_risk_count is 7.2 standard deviations above the mean (27.000 vs mean 1.548),Investigate why high_risk_count is unusually high at this site,,
STATISTICAL_OUTLIER,Z-Score,site,Study_21,Site 1520,POL,EMEA,high_risk_count,17.0,4.39,1.548,3.517,CRITICAL,high_risk_count is 4.4 standard deviations above the mean (17.000 vs mean 1.548),Investigate why high_risk_count is unusually high at this site,,
STATISTICAL_OUTLIER,Z-Score,site,Study_21,Site 1527,POL,EMEA,high_risk_count,20.0,5.25,1.548,3.517,CRITICAL,high_risk_count is 5.2 standard deviations above the mean (20.000 vs mean 1.548),Investigate why high_risk_count is unusually high at this site,,
STATISTICAL_OUTLIER,Z-Score,site,Study_21,Site 1528,POL,EMEA,high_risk_count,16.0,4.11,1.548,3.517,CRITICAL,high_risk_count is 4.1 standard deviations above the mean (16.000 vs mean 1.548),Investigate why high_risk_count is unusually high at this site,,
STATISTICAL_OUTLIER,Z-Score,site,Study_21,Site 153,NLD,EMEA,high_risk_count,11.0,2.69,1.548,3.517,MEDIUM,high_risk_count is 2.7 standard deviations above the mean (11.000 vs mean 1.548),Investigate why high_risk_count is unusually high at this site,,
STATISTICAL_OUTLIER,Z-Score,site,Study_21,Site 1547,ROU,EMEA,high_risk_count,15.0,3.82,1.548,3.517,HIGH,high_risk_count is 3.8 standard deviations above the mean (15.000 vs mean 1.548),Investigate why high_risk_count is unusually high at this site,,
STATISTICAL_OUTLIER,Z-Score,site,Study_21,Site 1560,ZAF,EMEA,high_risk_count,16.0,4.11,1.548,3.517,CRITICAL,high_risk_count is 4.1 standard deviations above the mean (16.000 vs mean 1.548),Investigate why high_risk_count is unusually high at this site,,
STATISTICAL_OUTLIER,Z-Score,site,Study_21,Site 157,NLD,EMEA,high_risk_count,11.0,2.69,1.548,3.517,MEDIUM,high_risk_count is 2.7 standard deviations above the mean (11.000 vs mean 1.548),Investigate why high_risk_count is unusually high at this site,,
STATISTICAL_OUTLIER,Z-Score,site,Study_21,Site 1572,ZAF,EMEA,high_risk_count,12.0,2.97,1.548,3.517,MEDIUM,high_risk_count is 3.0 standard deviations above the mean (12.000 vs mean 1.548),Investigate why high_risk_count is unusually high at this site,,
STATISTICAL_OUTLIER,Z-Score,site,Study_21,Site 160,NLD,EMEA,high_risk_count,13.0,3.26,1.548,3.517,HIGH,high_risk_count is 3.3 standard deviations above the mean (13.000 vs mean 1.548),Investigate why high_risk_count is unusually high at this site,,
STATISTICAL_OUTLIER,Z-Score,site,Study_21,Site 1608,THA,ASIA,high_risk_count,12.0,2.97,1.548,3.517,MEDIUM,high_risk_count is 3.0 standard deviations above the mean (12.000 vs mean 1.548),Investigate why high_risk_count is unusually high at this site,,
STATISTICAL_OUTLIER,Z-Score,site,Study_21,Site 162,PRT,EMEA,high_risk_count,30.0,8.09,1.548,3.517,CRITICAL,high_risk_count is 8.1 standard deviations above the mean (30.000 vs mean 1.548),Investigate why high_risk_count is unusually high at this site,,
STATISTICAL_OUTLIER,Z-Score,site,Study_21,Site 1620,TUR,EMEA,high_risk_count,11.0,2.69,1.548,3.517,MEDIUM,high_risk_count is 2.7 standard deviations above the mean (11.000 vs mean 1.548),Investigate why high_risk_count is unusually high at this site,,
STATISTICAL_OUTLIER,Z-Score,site,Study_21,Site 1627,SRB,EMEA,high_risk_count,19.0,4.96,1.548,3.517,CRITICAL,high_risk_count is 5.0 standard deviations above the mean (19.000 vs mean 1.548),Investigate why high_risk_count is unusually high at this site,,
STATISTICAL_OUTLIER,Z-Score,site,Study_21,Site 1630,SRB,EMEA,high_risk_count,11.0,2.69,1.548,3.517,MEDIUM,high_risk_count is 2.7 standard deviations above the mean (11.000 vs mean 1.548),Investigate why high_risk_count is unusually high at this site,,
STATISTICAL_OUTLIER,Z-Score,site,Study_21,Site 1632,SRB,EMEA,high_risk_count,21.0,5.53,1.548,3.517,CRITICAL,high_risk_count is 5.5 standard deviations above the mean (21.000 vs mean 1.548),Investigate why high_risk_count is unusually high at this site,,
STATISTICAL_OUTLIER,Z-Score,site,Study_21,Site 1638,SRB,EMEA,high_risk_count,13.0,3.26,1.548,3.517,HIGH,high_risk_count is 3.3 standard deviations above the mean (13.000 vs mean 1.548),Investigate why high_risk_count is unusually high at this site,,
STATISTICAL_OUTLIER,Z-Score,site,Study_21,Site 164,SVK,EMEA,high_risk_count,11.0,2.69,1.548,3.517,MEDIUM,high_risk_count is 2.7 standard deviations above the mean (11.000 vs mean 1.548),Investigate why high_risk_count is unusually high at this site,,
STATISTICAL_OUTLIER,Z-Score,site,Study_21,Site 1640,SRB,EMEA,high_risk_count,19.0,4.96,1.548,3.517,CRITICAL,high_risk_count is 5.0 standard deviations above the mean (19.000 vs mean 1.548),Investigate why high_risk_count is unusually high at this site,,
STATISTICAL_OUTLIER,Z-Score,site,Study_21,Site 1642,SRB,EMEA,high_risk_count,14.0,3.54,1.548,3.517,HIGH,high_risk_count is 3.5 standard deviations above the mean (14.000 vs mean 1.548),Investigate why high_risk_count is unusually high at this site,,
STATISTICAL_OUTLIER,Z-Score,site,Study_21,Site 165,ARG,AMERICA,high_risk_count,20.0,5.25,1.548,3.517,CRITICAL,high_risk_count is 5.2 standard deviations above the mean (20.000 vs mean 1.548),Investigate why high_risk_count is unusually high at this site,,
STATISTICAL_OUTLIER,Z-Score,site,Study_21,Site 172,ARG,AMERICA,high_risk_count,27.0,7.24,1.548,3.517,CRITICAL,high_risk_count is 7.2 standard deviations above the mean (27.000 vs mean 1.548),Investigate why high_risk_count is unusually high at this site,,
STATISTICAL_OUTLIER,Z-Score,site,Study_21,Site 175,ARG,AMERICA,high_risk_count,28.0,7.52,1.548,3.517,CRITICAL,high_risk_count is 7.5 standard deviations above the mean (28.000 vs mean 1.548),Investigate why high_risk_count is unusually high at this site,,
STATISTICAL_OUTLIER,Z-Score,site,Study_21,Site 180,USA,AMERICA,high_risk_count,12.0,2.97,1.548,3.517,MEDIUM,high_risk_count is 3.0 standard deviations above the mean (12.000 vs mean 1.548),Investigate why high_risk_count is unusually high at this site,,
STATISTICAL_OUTLIER,Z-Score,site,Study_21,Site 184,USA,AMERICA,high_risk_count,11.0,2.69,1.548,3.517,MEDIUM,high_risk_count is 2.7 standard deviations above the mean (11.000 vs mean 1.548),Investigate why high_risk_count is unusually high at this site,,
STATISTICAL_OUTLIER,Z-Score,site,Study_21,Site 201,CHN,ASIA,high_risk_count,23.0,6.1,1.548,3.517,CRITICAL,high_risk_count is 6.1 standard deviations above the mean (23.000 vs mean 1.548),Investigate why high_risk_count is unusually high at this site,,
STATISTICAL_OUTLIER,Z-Score,site,Study_21,Site 215,CHN,ASIA,high_risk_count,11.0,2.69,1.548,3.517,MEDIUM,high_risk_count is 2.7 standard deviations above the mean (11.000 vs mean 1.548),Investigate why high_risk_count is unusually high at this site,,
STATISTICAL_OUTLIER,Z-Score,site,Study_21,Site 22,USA,AMERICA,high_risk_count,44.0,12.07,1.548,3.517,CRITICAL,high_risk_count is 12.1 standard deviations above the mean (44.000 vs mean 1.548),Investigate why high_risk_count is unusually high at this site,,
STATISTICAL_OUTLIER,Z-Score,site,Study_21,Site 330,USA,AMERICA,high_risk_count,11.0,2.69,1.548,3.517,MEDIUM,high_risk_count is 2.7 standard deviations above the mean (11.000 vs mean 1.548),Investigate why high_risk_count is unusually high at this site,,
STATISTICAL_OUTLIER,Z-Score,site,Study_21,Site 35,IND,ASIA,high_risk_count,11.0,2.69,1.548,3.517,MEDIUM,high_risk_count is 2.7 standard deviations above the mean (11.000 vs mean 1.548),Investigate why high_risk_count is unusually high at this site,,
STATISTICAL_OUTLIER,Z-Score,site,Study_21,Site 356,ARG,AMERICA,high_risk_count,35.0,9.51,1.548,3.517,CRITICAL,high_risk_count is 9.5 standard deviations above the mean (35.000 vs mean 1.548),Investigate why high_risk_count is unusually high at this site,,
STATISTICAL_OUTLIER,Z-Score,site,Study_21,Site 38,IND,ASIA,high_risk_count,15.0,3.82,1.548,3.517,HIGH,high_risk_count is 3.8 standard deviations above the mean (15.000 vs mean 1.548),Investigate why high_risk_count is unusually high at this site,,
STATISTICAL_OUTLIER,Z-Score,site,Study_21,Site 437,ARG,AMERICA,high_risk_count,14.0,3.54,1.548,3.517,HIGH,high_risk_count is 3.5 standard deviations above the mean (14.000 vs mean 1.548),Investigate why high_risk_count is unusually high at this site,,
STATISTICAL_OUTLIER,Z-Score,site,Study_21,Site 544,COL,AMERICA,high_risk_count,11.0,2.69,1.548,3.517,MEDIUM,high_risk_count is 2.7 standard deviations above the mean (11.000 vs mean 1.548),Investigate why high_risk_count is unusually high at this site,,
STATISTICAL_OUTLIER,Z-Score,site,Study_21,Site 548,COL,AMERICA,high_risk_count,11.0,2.69,1.548,3.517,MEDIUM,high_risk_count is 2.7 standard deviations above the mean (11.000 vs mean 1.548),Investigate why high_risk_count is unusually high at this site,,
STATISTICAL_OUTLIER,Z-Score,site,Study_21,Site 7,SGP,ASIA,high_risk_count,17.0,4.39,1.548,3.517,CRITICAL,high_risk_count is 4.4 standard deviations above the mean (17.000 vs mean 1.548),Investigate why high_risk_count is unusually high at this site,,
STATISTICAL_OUTLIER,Z-Score,site,Study_21,Site 825,FRA,EMEA,high_risk_count,11.0,2.69,1.548,3.517,MEDIUM,high_risk_count is 2.7 standard deviations above the mean (11.000 vs mean 1.548),Investigate why high_risk_count is unusually high at this site,,
STATISTICAL_OUTLIER,Z-Score,site,Study_21,Site 854,NLD,EMEA,high_risk_count,12.0,2.97,1.548,3.517,MEDIUM,high_risk_count is 3.0 standard deviations above the mean (12.000 vs mean 1.548),Investigate why high_risk_count is unusually high at this site,,
STATISTICAL_OUTLIER,Z-Score,site,Study_21,Site 886,ESP,EMEA,high_risk_count,13.0,3.26,1.548,3.517,HIGH,high_risk_count is 3.3 standard deviations above the mean (13.000 vs mean 1.548),Investigate why high_risk_count is unusually high at this site,,
STATISTICAL_OUTLIER,Z-Score,site,Study_21,Site 910,ARG,AMERICA,high_risk_count,17.0,4.39,1.548,3.517,CRITICAL,high_risk_count is 4.4 standard deviations above the mean (17.000 vs mean 1.548),Investigate why high_risk_count is unusually high at this site,,
STATISTICAL_OUTLIER,Z-Score,site,Study_21,Site 911,ARG,AMERICA,high_risk_count,23.0,6.1,1.548,3.517,CRITICAL,high_risk_count is 6.1 standard deviations above the mean (23.000 vs mean 1.548),Investigate why high_risk_count is unusually high at this site,,
STATISTICAL_OUTLIER,Z-Score,site,Study_21,Site 916,ARG,AMERICA,high_risk_count,37.0,10.08,1.548,3.517,CRITICAL,high_risk_count is 10.1 standard deviations above the mean (37.000 vs mean 1.548),Investigate why high_risk_count is unusually high at this site,,
STATISTICAL_OUTLIER,Z-Score,site,Study_21,Site 921,BRA,AMERICA,high_risk_count,29.0,7.81,1.548,3.517,CRITICAL,high_risk_count is 7.8 standard deviations above the mean (29.000 vs mean 1.548),Investigate why high_risk_count is unusually high at this site,,
STATISTICAL_OUTLIER,Z-Score,site,Study_21,Site 923,BRA,AMERICA,high_risk_count,20.0,5.25,1.548,3.517,CRITICAL,high_risk_count is 5.2 standard deviations above the mean (20.000 vs mean 1.548),Investigate why high_risk_count is unusually high at this site,,
STATISTICAL_OUTLIER,Z-Score,site,Study_21,Site 925,BRA,AMERICA,high_risk_count,33.0,8.94,1.548,3.517,CRITICAL,high_risk_count is 8.9 standard deviations above the mean (33.000 vs mean 1.548),Investigate why high_risk_count is unusually high at this site,,
STATISTICAL_OUTLIER,Z-Score,site,Study_21,Site 930,BRA,AMERICA,high_risk_count,27.0,7.24,1.548,3.517,CRITICAL,high_risk_count is 7.2 standard deviations above the mean (27.000 vs mean 1.548),Investigate why high_risk_count is unusually high at this site,,
STATISTICAL_OUTLIER,Z-Score,site,Study_21,Site 931,BRA,AMERICA,high_risk_count,16.0,4.11,1.548,3.517,CRITICAL,high_risk_count is 4.1 standard deviations above the mean (16.000 vs mean 1.548),Investigate why high_risk_count is unusually high at this site,,
STATISTICAL_OUTLIER,Z-Score,site,Study_21,Site 932,BRA,AMERICA,high_risk_count,12.0,2.97,1.548,3.517,MEDIUM,high_risk_count is 3.0 standard deviations above the mean (12.000 vs mean 1.548),Investigate why high_risk_count is unusually high at this site,,
STATISTICAL_OUTLIER,Z-Score,site,Study_21,Site 934,BRA,AMERICA,high_risk_count,18.0,4.68,1.548,3.517,CRITICAL,high_risk_count is 4.7 standard deviations above the mean (18.000 vs mean 1.548),Investigate why high_risk_count is unusually high at this site,,
STATISTICAL_OUTLIER,Z-Score,site,Study_21,Site 940,BRA,AMERICA,high_risk_count,11.0,2.69,1.548,3.517,MEDIUM,high_risk_count is 2.7 standard deviations above the mean (11.000 vs mean 1.548),Investigate why high_risk_count is unusually high at this site,,
STATISTICAL_OUTLIER,Z-Score,site,Study_21,Site 950,BRA,AMERICA,high_risk_count,35.0,9.51,1.548,3.517,CRITICAL,high_risk_count is 9.5 standard deviations above the mean (35.000 vs mean 1.548),Investigate why high_risk_count is unusually high at this site,,
STATISTICAL_OUTLIER,Z-Score,site,Study_21,Site 987,CHL,AMERICA,high_risk_count,17.0,4.39,1.548,3.517,CRITICAL,high_risk_count is 4.4 standard deviations above the mean (17.000 vs mean 1.548),Investigate why high_risk_count is unusually high at this site,,
STATISTICAL_OUTLIER,Z-Score,site,Study_24,Site 888,DEU,EMEA,high_risk_count,15.0,3.82,1.548,3.517,HIGH,high_risk_count is 3.8 standard deviations above the mean (15.000 vs mean 1.548),Investigate why high_risk_count is unusually high at this site,,
STATISTICAL_OUTLIER,IQR,site,Study_21,Site 1008,ISL,EMEA,high_risk_count,6.0,,,,MEDIUM,"high_risk_count (6.000) is outside IQR bounds [-3.000, 5.000]",Review site for unusual high_risk_count pattern,-3.0,5.0
STATISTICAL_OUTLIER,IQR,site,Study_21,Site 1037,USA,AMERICA,high_risk_count,9.0,,,,HIGH,"high_risk_count (9.000) is outside IQR bounds [-3.000, 5.000]",Review site for unusual high_risk_count pattern,-3.0,5.0
STATISTICAL_OUTLIER,IQR,site,Study_21,Site 1041,USA,AMERICA,high_risk_count,6.0,,,,MEDIUM,"high_risk_count (6.000) is outside IQR bounds [-3.000, 5.000]",Review site for unusual high_risk_count pattern,-3.0,5.0
STATISTICAL_OUTLIER,IQR,site,Study_21,Site 1047,USA,AMERICA,high_risk_count,6.0,,,,MEDIUM,"high_risk_count (6.000) is outside IQR bounds [-3.000, 5.000]",Review site for unusual high_risk_count pattern,-3.0,5.0
STATISTICAL_OUTLIER,IQR,site,Study_21,Site 1052,USA,AMERICA,high_risk_count,6.0,,,,MEDIUM,"high_risk_count (6.000) is outside IQR bounds [-3.000, 5.000]",Review site for unusual high_risk_count pattern,-3.0,5.0
STATISTICAL_OUTLIER,IQR,site,Study_21,Site 1060,USA,AMERICA,high_risk_count,10.0,,,,HIGH,"high_risk_count (10.000) is outside IQR bounds [-3.000, 5.000]",Review site for unusual high_risk_count pattern,-3.0,5.0
STATISTICAL_OUTLIER,IQR,site,Study_21,Site 1061,USA,AMERICA,high_risk_count,6.0,,,,MEDIUM,"high_risk_count (6.000) is outside IQR bounds [-3.000, 5.000]",Review site for unusual high_risk_count pattern,-3.0,5.0
STATISTICAL_OUTLIER,IQR,site,Study_21,Site 1063,USA,AMERICA,high_risk_count,6.0,,,,MEDIUM,"high_risk_count (6.000) is outside IQR bounds [-3.000, 5.000]",Review site for unusual high_risk_count pattern,-3.0,5.0
STATISTICAL_OUTLIER,IQR,site,Study_21,Site 1069,USA,AMERICA,high_risk_count,8.0,,,,MEDIUM,"high_risk_count (8.000) is outside IQR bounds [-3.000, 5.000]",Review site for unusual high_risk_count pattern,-3.0,5.0
STATISTICAL_OUTLIER,IQR,site,Study_21,Site 1088,USA,AMERICA,high_risk_count,6.0,,,,MEDIUM,"high_risk_count (6.000) is outside IQR bounds [-3.000, 5.000]",Review site for unusual high_risk_count pattern,-3.0,5.0
STATISTICAL_OUTLIER,IQR,site,Study_21,Site 1095,USA,AMERICA,high_risk_count,8.0,,,,MEDIUM,"high_risk_count (8.000) is outside IQR bounds [-3.000, 5.000]",Review site for unusual high_risk_count pattern,-3.0,5.0
STATISTICAL_OUTLIER,IQR,site,Study_21,Site 11,FRA,EMEA,high_risk_count,8.0,,,,MEDIUM,"high_risk_count (8.000) is outside IQR bounds [-3.000, 5.000]",Review site for unusual high_risk_count pattern,-3.0,5.0
STATISTICAL_OUTLIER,IQR,site,Study_21,Site 1104,USA,AMERICA,high_risk_count,7.0,,,,MEDIUM,"high_risk_count (7.000) is outside IQR bounds [-3.000, 5.000]",Review site for unusual high_risk_count pattern,-3.0,5.0
STATISTICAL_OUTLIER,IQR,site,Study_21,Site 1109,USA,AMERICA,high_risk_count,6.0,,,,MEDIUM,"high_risk_count (6.000) is outside IQR bounds [-3.000, 5.000]",Review site for unusual high_risk_count pattern,-3.0,5.0
STATISTICAL_OUTLIER,IQR,site,Study_21,Site 1125,USA,AMERICA,high_risk_count,6.0,,,,MEDIUM,"high_risk_count (6.000) is outside IQR bounds [-3.000, 5.000]",Review site for unusual high_risk_count pattern,-3.0,5.0
STATISTICAL_OUTLIER,IQR,site,Study_21,Site 1127,USA,AMERICA,high_risk_count,6.0,,,,MEDIUM,"high_risk_count (6.000) is outside IQR bounds [-3.000, 5.000]",Review site for unusual high_risk_count pattern,-3.0,5.0
STATISTICAL_OUTLIER,IQR,site,Study_21,Site 1129,USA,AMERICA,high_risk_count,6.0,,,,MEDIUM,"high_risk_count (6.000) is outside IQR bounds [-3.000, 5.000]",Review site for unusual high_risk_count pattern,-3.0,5.0
STATISTICAL_OUTLIER,IQR,site,Study_21,Site 113,HRV,EMEA,high_risk_count,7.0,,,,MEDIUM,"high_risk_count (7.000) is outside IQR bounds [-3.000, 5.000]",Review site for unusual high_risk_count pattern,-3.0,5.0
STATISTICAL_OUTLIER,IQR,site,Study_21,Site 1135,USA,AMERICA,high_risk_count,7.0,,,,MEDIUM,"high_risk_count (7.000) is outside IQR bounds [-3.000, 5.000]",Review site for unusual high_risk_count pattern,-3.0,5.0
STATISTICAL_OUTLIER,IQR,site,Study_21,Site 1154,USA,AMERICA,high_risk_count,6.0,,,,MEDIUM,"high_risk_count (6.000) is outside IQR bounds [-3.000, 5.000]",Review site for unusual high_risk_count pattern,-3.0,5.0
STATISTICAL_OUTLIER,IQR,site,Study_21,Site 1159,USA,AMERICA,high_risk_count,8.0,,,,MEDIUM,"high_risk_count (8.000) is outside IQR bounds [-3.000, 5.000]",Review site for unusual high_risk_count pattern,-3.0,5.0
STATISTICAL_OUTLIER,IQR,site,Study_21,Site 1160,USA,AMERICA,high_risk_count,6.0,,,,MEDIUM,"high_risk_count (6.000) is outside IQR bounds [-3.000, 5.000]",Review site for unusual high_risk_count pattern,-3.0,5.0
STATISTICAL_OUTLIER,IQR,site,Study_21,Site 1181,USA,AMERICA,high_risk_count,7.0,,,,MEDIUM,"high_risk_count (7.000) is outside IQR bounds [-3.000, 5.000]",Review site for unusual high_risk_count pattern,-3.0,5.0
STATISTICAL_OUTLIER,IQR,site,Study_21,Site 1190,USA,AMERICA,high_risk_count,6.0,,,,MEDIUM,"high_risk_count (6.000) is outside IQR bounds [-3.000, 5.000]",Review site for unusual high_risk_count pattern,-3.0,5.0
STATISTICAL_OUTLIER,IQR,site,Study_21,Site 1191,USA,AMERICA,high_risk_count,6.0,,,,MEDIUM,"high_risk_count (6.000) is outside IQR bounds [-3.000, 5.000]",Review site for unusual high_risk_count pattern,-3.0,5.0
STATISTICAL_OUTLIER,IQR,site,Study_21,Site 1194,USA,AMERICA,high_risk_count,7.0,,,,MEDIUM,"high_risk_count (7.000) is outside IQR bounds [-3.000, 5.000]",Review site for unusual high_risk_count pattern,-3.0,5.0
STATISTICAL_OUTLIER,IQR,site,Study_21,Site 1200,USA,AMERICA,high_risk_count,8.0,,,,MEDIUM,"high_risk_count (8.000) is outside IQR bounds [-3.000, 5.000]",Review site for unusual high_risk_count pattern,-3.0,5.0
STATISTICAL_OUTLIER,IQR,site,Study_21,Site 1208,USA,AMERICA,high_risk_count,7.0,,,,MEDIUM,"high_risk_count (7.000) is outside IQR bounds [-3.000, 5.000]",Review site for unusual high_risk_count pattern,-3.0,5.0
STATISTICAL_OUTLIER,IQR,site,Study_21,Site 1212,USA,AMERICA,high_risk_count,10.0,,,,HIGH,"high_risk_count (10.000) is outside IQR bounds [-3.000, 5.000]",Review site for unusual high_risk_count pattern,-3.0,5.0
STATISTICAL_OUTLIER,IQR,site,Study_21,Site 1213,USA,AMERICA,high_risk_count,6.0,,,,MEDIUM,"high_risk_count (6.000) is outside IQR bounds [-3.000, 5.000]",Review site for unusual high_risk_count pattern,-3.0,5.0
STATISTICAL_OUTLIER,IQR,site,Study_21,Site 1218,USA,AMERICA,high_risk_count,6.0,,,,MEDIUM,"high_risk_count (6.000) is outside IQR bounds [-3.000, 5.000]",Review site for unusual high_risk_count pattern,-3.0,5.0
STATISTICAL_OUTLIER,IQR,site,Study_21,Site 1220,USA,AMERICA,high_risk_count,10.0,,,,HIGH,"high_risk_count (10.000) is outside IQR bounds [-3.000, 5.000]",Review site for unusual high_risk_count pattern,-3.0,5.0
STATISTICAL_OUTLIER,IQR,site,Study_21,Site 1233,USA,AMERICA,high_risk_count,9.0,,,,HIGH,"high_risk_count (9.000) is outside IQR bounds [-3.000, 5.000]",Review site for unusual high_risk_count pattern,-3.0,5.0
STATISTICAL_OUTLIER,IQR,site,Study_21,Site 125,EST,EMEA,high_risk_count,6.0,,,,MEDIUM,"high_risk_count (6.000) is outside IQR bounds [-3.000, 5.000]",Review site for unusual high_risk_count pattern,-3.0,5.0
STATISTICAL_OUTLIER,IQR,site,Study_21,Site 1254,USA,AMERICA,high_risk_count,6.0,,,,MEDIUM,"high_risk_count (6.000) is outside IQR bounds [-3.000, 5.000]",Review site for unusual high_risk_count pattern,-3.0,5.0
