study,site_id,anomaly_count,critical_count,high_count,medium_count,low_count,anomaly_types,type_diversity,anomaly_score,top_anomalies
Study_21,Site 1134,5,1,2,2,0,"PATTERN_ANOMALY, STATISTICAL_OUTLIER",2,0.84,"high_risk_count is 2.7 standard deviations above the mean (11.000 vs mean 1.548); subjects_with_issues (11.000) is outside IQR bounds [-3.500, 8.500]; sae_pending_count_sum (13.000) is outside IQR bounds [-1.500, 2.500]"
Study_21,Site 1114,5,1,2,2,0,"PATTERN_ANOMALY, STATISTICAL_OUTLIER",2,0.84,"high_risk_count is 3.0 standard deviations above the mean (12.000 vs mean 1.548); subjects_with_issues (12.000) is outside IQR bounds [-3.500, 8.500]; sae_pending_count_sum is 3.4 standard deviations above the mean (18.000 vs mean 1.591)"
Study_21,Site 867,5,1,2,2,0,"PATTERN_ANOMALY, STATISTICAL_OUTLIER",2,0.84,"subject_count (50.000) is outside IQR bounds [-21.500, 46.500]; high_risk_count (9.000) is outside IQR bounds [-3.000, 5.000]; subjects_with_issues (9.000) is outside IQR bounds [-3.500, 8.500]"
Study_21,Site 854,5,1,2,2,0,"PATTERN_ANOMALY, STATISTICAL_OUTLIER",2,0.84,"subject_count (76.000) is outside IQR bounds [-21.500, 46.500]; high_risk_count is 3.0 standard deviations above the mean (12.000 vs mean 1.548); subjects_with_issues (12.000) is outside IQR bounds [-3.500, 8.500]"
Study_21,Site 1254,5,1,2,2,0,"PATTERN_ANOMALY, STATISTICAL_OUTLIER",2,0.84,"subject_count is 2.6 standard deviations above the mean (79.000 vs mean 17.051); high_risk_count (6.000) is outside IQR bounds [-3.000, 5.000]; sae_pending_count_sum (7.000) is outside IQR bounds [-1.500, 2.500]"
Study_21,Site 1431,5,1,2,2,0,"PATTERN_ANOMALY, STATISTICAL_OUTLIER",2,0.84,"subject_count (48.000) is outside IQR bounds [-21.500, 46.500]; high_risk_count (10.000) is outside IQR bounds [-3.000, 5.000]; subjects_with_issues (10.000) is outside IQR bounds [-3.500, 8.500]"
Study_21,Site 1267,5,1,2,2,0,"PATTERN_ANOMALY, STATISTICAL_OUTLIER",2,0.84,"sae_pending_count_sum is 3.4 standard deviations above the mean (18.000 vs mean 1.591); missing_pages_count_sum (4.000) is outside IQR bounds [-1.500, 2.500]; edrr_open_issues_sum (1.000) is outside IQR bounds [0.000, 0.000]"
Study_21,Site 1020,5,1,2,2,0,"PATTERN_ANOMALY, STATISTICAL_OUTLIER",2,0.84,"subject_count (56.000) is outside IQR bounds [-21.500, 46.500]; high_risk_count is 3.3 standard deviations above the mean (13.000 vs mean 1.548); subjects_with_issues (13.000) is outside IQR bounds [-3.500, 8.500]"
Study_21,Site 1420,5,1,2,2,0,"PATTERN_ANOMALY, STATISTICAL_OUTLIER",2,0.84,"high_risk_count (7.000) is outside IQR bounds [-3.000, 5.000]; sae_pending_count_sum (7.000) is outside IQR bounds [-1.500, 2.500]; uncoded_meddra_count_sum (2.000) is outside IQR bounds [0.000, 0.000]"
Study_21,Site 1339,5,1,2,2,0,"PATTERN_ANOMALY, STATISTICAL_OUTLIER",2,0.84,"subject_count (76.000) is outside IQR bounds [-21.500, 46.500]; high_risk_count (8.000) is outside IQR bounds [-3.000, 5.000]; subjects_with_issues (9.000) is outside IQR bounds [-3.500, 8.500]"
Study_24,Site 2172,5,1,2,2,0,"PATTERN_ANOMALY, STATISTICAL_OUTLIER",2,0.84,"avg_dqi_score is 2.6 standard deviations above the mean (0.197 vs mean 0.045); missing_pages_count_sum (5.000) is outside IQR bounds [-1.500, 2.500]; lab_issues_count_sum is 8.9 standard deviations above the mean (550.000 vs mean 6.077)"
Study_21,Site 1052,5,1,2,2,0,"PATTERN_ANOMALY, STATISTICAL_OUTLIER",2,0.84,"high_risk_count (6.000) is outside IQR bounds [-3.000, 5.000]; subjects_with_issues (11.000) is outside IQR bounds [-3.500, 8.500]; sae_pending_count_sum (6.000) is outside IQR bounds [-1.500, 2.500]"
Study_21,Site 947,5,1,2,2,0,"PATTERN_ANOMALY, STATISTICAL_OUTLIER",2,0.84,"subject_count (59.000) is outside IQR bounds [-21.500, 46.500]; high_risk_count (9.000) is outside IQR bounds [-3.000, 5.000]; subjects_with_issues (9.000) is outside IQR bounds [-3.500, 8.500]"
Study_21,Site 984,5,1,2,2,0,"PATTERN_ANOMALY, STATISTICAL_OUTLIER",2,0.84,"subject_count (48.000) is outside IQR bounds [-21.500, 46.500]; high_risk_count (6.000) is outside IQR bounds [-3.000, 5.000]; sae_pending_count_sum (6.000) is outside IQR bounds [-1.500, 2.500]"
Study_24,Site 110,5,0,4,1,0,"PATTERN_ANOMALY, STATISTICAL_OUTLIER",2,0.84,"avg_dqi_score is 3.3 standard deviations above the mean (0.242 vs mean 0.045); missing_pages_count_sum (5.000) is outside IQR bounds [-1.500, 2.500]; lab_issues_count_sum (47.000) is outside IQR bounds [0.000, 0.000]"
Study_24,Site 2161,5,1,2,2,0,"PATTERN_ANOMALY, STATISTICAL_OUTLIER",2,0.84,"avg_dqi_score (0.150) is outside IQR bounds [-0.078, 0.135]; lab_issues_count_sum is 11.1 standard deviations above the mean (684.000 vs mean 6.077); uncoded_whodd_count_sum (1.000) is outside IQR bounds [0.000, 0.000]"
Study_21,Site 1642,5,1,2,2,0,"PATTERN_ANOMALY, STATISTICAL_OUTLIER",2,0.84,"subject_count (68.000) is outside IQR bounds [-21.500, 46.500]; high_risk_count is 3.5 standard deviations above the mean (14.000 vs mean 1.548); subjects_with_issues (14.000) is outside IQR bounds [-3.500, 8.500]"
Study_24,Site 6,5,1,2,2,0,"PATTERN_ANOMALY, STATISTICAL_OUTLIER",2,0.84,"avg_dqi_score is 3.5 standard deviations above the mean (0.254 vs mean 0.045); missing_pages_count_sum (7.000) is outside IQR bounds [-1.500, 2.500]; lab_issues_count_sum is 11.6 standard deviations above the mean (715.000 vs mean 6.077)"
Study_21,Site 928,5,1,2,2,0,"PATTERN_ANOMALY, STATISTICAL_OUTLIER",2,0.84,"subject_count (50.000) is outside IQR bounds [-21.500, 46.500]; high_risk_count (7.000) is outside IQR bounds [-3.000, 5.000]; sae_pending_count_sum (7.000) is outside IQR bounds [-1.500, 2.500]"
Study_21,Site 1412,5,1,2,2,0,"PATTERN_ANOMALY, STATISTICAL_OUTLIER",2,0.84,"subject_count (57.000) is outside IQR bounds [-21.500, 46.500]; high_risk_count (9.000) is outside IQR bounds [-3.000, 5.000]; subjects_with_issues (9.000) is outside IQR bounds [-3.500, 8.500]"
Study_21,Site 926,5,1,2,2,0,"PATTERN_ANOMALY, STATISTICAL_OUTLIER",2,0.84,"subject_count (58.000) is outside IQR bounds [-21.500, 46.500]; high_risk_count (9.000) is outside IQR bounds [-3.000, 5.000]; subjects_with_issues (9.000) is outside IQR bounds [-3.500, 8.500]"
Study_24,Site 1034,10,0,8,2,0,"PATTERN_ANOMALY, STATISTICAL_OUTLIER",2,0.84,"avg_dqi_score is 2.5 standard deviations above the mean (0.195 vs mean 0.045); uncoded_meddra_count_sum is 3.1 standard deviations above the mean (3.000 vs mean 0.156); missing_visit_count_sum (1.000) is outside IQR bounds [0.000, 0.000]"
Study_24,Site 10,10,0,8,2,0,"PATTERN_ANOMALY, STATISTICAL_OUTLIER",2,0.84,"avg_dqi_score is 2.8 standard deviations above the mean (0.213 vs mean 0.045); uncoded_meddra_count_sum (2.000) is outside IQR bounds [0.000, 0.000]; missing_visit_count_sum (1.000) is outside IQR bounds [0.000, 0.000]"
Study_22,Site 1175,5,1,2,2,0,"PATTERN_ANOMALY, STATISTICAL_OUTLIER",2,0.84,missing_visit_count_sum is 2.5 standard deviations above the mean (4.000 vs mean 0.472); missing_pages_count_sum is 3.2 standard deviations above the mean (21.000 vs mean 1.797); max_days_outstanding_sum is 7.7 standard deviations above the mean (437.000 vs mean 12.455)
Study_22,Site 589,5,1,2,2,0,"PATTERN_ANOMALY, STATISTICAL_OUTLIER",2,0.84,missing_visit_count_sum is 2.5 standard deviations above the mean (4.000 vs mean 0.472); missing_pages_count_sum is 3.3 standard deviations above the mean (22.000 vs mean 1.797); max_days_outstanding_sum is 6.7 standard deviations above the mean (382.000 vs mean 12.455)
Study_6,Site 168,5,0,4,1,0,"PATTERN_ANOMALY, STATISTICAL_OUTLIER",2,0.84,"avg_dqi_score is 3.5 standard deviations above the mean (0.254 vs mean 0.045); lab_issues_count_sum (48.000) is outside IQR bounds [0.000, 0.000]; max_days_page_missing_sum (108.000) is outside IQR bounds [0.000, 0.000]"
Study_21,Site 1479,5,1,2,2,0,"PATTERN_ANOMALY, STATISTICAL_OUTLIER",2,0.84,"high_risk_count is 3.0 standard deviations above the mean (12.000 vs mean 1.548); subjects_with_issues (12.000) is outside IQR bounds [-3.500, 8.500]; sae_pending_count_sum (13.000) is outside IQR bounds [-1.500, 2.500]"
Study_21,Site 1620,5,1,2,2,0,"PATTERN_ANOMALY, STATISTICAL_OUTLIER",2,0.84,"subject_count is 3.1 standard deviations above the mean (92.000 vs mean 17.051); high_risk_count is 2.7 standard deviations above the mean (11.000 vs mean 1.548); subjects_with_issues (11.000) is outside IQR bounds [-3.500, 8.500]"
Study_21,Site 283,5,1,2,2,0,"PATTERN_ANOMALY, STATISTICAL_OUTLIER",2,0.84,"high_risk_count (8.000) is outside IQR bounds [-3.000, 5.000]; subjects_with_issues (9.000) is outside IQR bounds [-3.500, 8.500]; sae_pending_count_sum (10.000) is outside IQR bounds [-1.500, 2.500]"
Study_21,Site 14,5,1,2,2,0,"PATTERN_ANOMALY, STATISTICAL_OUTLIER",2,0.84,"subject_count (62.000) is outside IQR bounds [-21.500, 46.500]; high_risk_count (10.000) is outside IQR bounds [-3.000, 5.000]; subjects_with_issues (10.000) is outside IQR bounds [-3.500, 8.500]"
Study_16,Site 759,5,1,2,2,0,"PATTERN_ANOMALY, STATISTICAL_OUTLIER",2,0.84,"avg_dqi_score is 5.8 standard deviations above the mean (0.388 vs mean 0.045); lab_issues_count_sum (41.000) is outside IQR bounds [0.000, 0.000]; edrr_open_issues_sum (8.000) is outside IQR bounds [0.000, 0.000]"
Study_21,Site 11,5,1,2,2,0,"PATTERN_ANOMALY, STATISTICAL_OUTLIER",2,0.84,"high_risk_count (8.000) is outside IQR bounds [-3.000, 5.000]; subjects_with_issues (11.000) is outside IQR bounds [-3.500, 8.500]; sae_pending_count_sum (8.000) is outside IQR bounds [-1.500, 2.500]"
Study_16,Site 773,5,0,4,1,0,"PATTERN_ANOMALY, STATISTICAL_OUTLIER",2,0.84,"missing_visit_count_sum (1.000) is outside IQR bounds [0.000, 0.000]; lab_issues_count_sum (22.000) is outside IQR bounds [0.000, 0.000]; max_days_outstanding_sum (105.000) is outside IQR bounds [0.000, 0.000]"
Study_24,Site 48,9,0,7,2,0,"PATTERN_ANOMALY, STATISTICAL_OUTLIER",2,0.833,"avg_dqi_score (0.151) is outside IQR bounds [-0.078, 0.135]; subjects_with_issues (15.000) is outside IQR bounds [-3.500, 8.500]; uncoded_meddra_count_sum (1.000) is outside IQR bounds [0.000, 0.000]"
Study_24,Site 953,9,2,3,4,0,"PATTERN_ANOMALY, STATISTICAL_OUTLIER",2,0.833,"avg_dqi_score is 3.2 standard deviations above the mean (0.237 vs mean 0.045); high_risk_count (6.000) is outside IQR bounds [-3.000, 5.000]; subjects_with_issues (9.000) is outside IQR bounds [-3.500, 8.500]"
"Study_22, Study_7",Site 355,1,0,1,0,0,CROSS_STUDY_ANOMALY,1,0.825,"Site Site 355 is high risk in 1/2 studies: Study_22, Study_7"
"Study_22, Study_5",Site 343,1,0,1,0,0,CROSS_STUDY_ANOMALY,1,0.825,"Site Site 343 is high risk in 1/2 studies: Study_22, Study_5"
"Study_21, Study_5",Site 341,1,0,1,0,0,CROSS_STUDY_ANOMALY,1,0.825,"Site Site 341 is high risk in 1/2 studies: Study_21, Study_5"
"Study_22, Study_5",Site 340,1,0,1,0,0,CROSS_STUDY_ANOMALY,1,0.825,"Site Site 340 is high risk in 1/2 studies: Study_22, Study_5"
Study_22,Site 1914,7,1,5,1,0,STATISTICAL_OUTLIER,1,0.825,"subject_count is 7.0 standard deviations above the mean (183.000 vs mean 17.051); subjects_with_issues (9.000) is outside IQR bounds [-3.500, 8.500]; missing_visit_count_sum (3.000) is outside IQR bounds [0.000, 0.000]"
Study_21,Site 1194,4,1,1,2,0,"PATTERN_ANOMALY, STATISTICAL_OUTLIER",2,0.825,"subject_count (47.000) is outside IQR bounds [-21.500, 46.500]; high_risk_count (7.000) is outside IQR bounds [-3.000, 5.000]; sae_pending_count_sum (7.000) is outside IQR bounds [-1.500, 2.500]"
Study_23,Site 780,4,0,4,0,0,STATISTICAL_OUTLIER,1,0.825,"subject_count is 3.5 standard deviations above the mean (101.000 vs mean 17.051); subjects_with_issues is 3.7 standard deviations above the mean (26.000 vs mean 3.590); edrr_open_issues_sum (12.000) is outside IQR bounds [0.000, 0.000]"
Study_23,Site 64,3,1,1,1,0,STATISTICAL_OUTLIER,1,0.825,"subject_count is 2.9 standard deviations above the mean (86.000 vs mean 17.051); subjects_with_issues is 5.8 standard deviations above the mean (39.000 vs mean 3.590); inactivated_forms_count_sum (85.000) is outside IQR bounds [-1.500, 2.500]"
Study_21,Site 1372,4,1,1,2,0,"PATTERN_ANOMALY, STATISTICAL_OUTLIER",2,0.825,"subject_count (60.000) is outside IQR bounds [-21.500, 46.500]; high_risk_count (7.000) is outside IQR bounds [-3.000, 5.000]; sae_pending_count_sum (7.000) is outside IQR bounds [-1.500, 2.500]"
Study_22,Site 333,5,0,5,0,0,STATISTICAL_OUTLIER,1,0.825,"subject_count is 3.8 standard deviations above the mean (107.000 vs mean 17.051); missing_visit_count_sum is 3.3 standard deviations above the mean (5.000 vs mean 0.472); missing_pages_count_sum (14.000) is outside IQR bounds [-1.500, 2.500]"
Study_22,Site 2151,4,1,2,1,0,STATISTICAL_OUTLIER,1,0.825,"subject_count is 6.3 standard deviations above the mean (167.000 vs mean 17.051); uncoded_meddra_count_sum (1.000) is outside IQR bounds [0.000, 0.000]; missing_pages_count_sum (4.000) is outside IQR bounds [-1.500, 2.500]"
Study_22,Site 2150,2,1,0,1,0,STATISTICAL_OUTLIER,1,0.825,"subject_count is 4.8 standard deviations above the mean (131.000 vs mean 17.051); missing_pages_count_sum (4.000) is outside IQR bounds [-1.500, 2.500]"
"Study_22, Study_24",Site 1675,1,0,1,0,0,CROSS_STUDY_ANOMALY,1,0.825,"Site Site 1675 is high risk in 1/2 studies: Study_22, Study_24"
"Study_22, Study_24",Site 1648,1,0,1,0,0,CROSS_STUDY_ANOMALY,1,0.825,"Site Site 1648 is high risk in 1/2 studies: Study_22, Study_24"
"Study_22, Study_24",Site 1646,1,0,1,0,0,CROSS_STUDY_ANOMALY,1,0.825,"Site Site 1646 is high risk in 1/2 studies: Study_22, Study_24"
"Study_22, Study_24",Site 1645,1,0,1,0,0,CROSS_STUDY_ANOMALY,1,0.825,"Site Site 1645 is high risk in 1/2 studies: Study_22, Study_24"
"Study_21, Study_22",Site 1343,1,0,1,0,0,CROSS_STUDY_ANOMALY,1,0.825,"Site Site 1343 is high risk in 1/2 studies: Study_21, Study_22"
"Study_21, Study_22",Site 1336,1,0,1,0,0,CROSS_STUDY_ANOMALY,1,0.825,"Site Site 1336 is high risk in 1/2 studies: Study_21, Study_22"
"Study_21, Study_22",Site 1184,1,0,1,0,0,CROSS_STUDY_ANOMALY,1,0.825,"Site Site 1184 is high risk in 1/2 studies: Study_21, Study_22"
"Study_21, Study_22",Site 1181,1,0,1,0,0,CROSS_STUDY_ANOMALY,1,0.825,"Site Site 1181 is high risk in 1/2 studies: Study_21, Study_22"
"Study_21, Study_22",Site 1180,1,0,1,0,0,CROSS_STUDY_ANOMALY,1,0.825,"Site Site 1180 is high risk in 1/2 studies: Study_21, Study_22"
"Study_21, Study_22",Site 1179,1,0,1,0,0,CROSS_STUDY_ANOMALY,1,0.825,"Site Site 1179 is high risk in 1/2 studies: Study_21, Study_22"
"Study_13, Study_24, Study_4, Study_7, Study_8, Study_9",Site 110,1,0,1,0,0,CROSS_STUDY_ANOMALY,1,0.825,"Site Site 110 is high risk in 3/6 studies: Study_13, Study_24, Study_4, Study_7, Study_8, Study_9"
"Study_21, Study_22",Site 1059,1,0,1,0,0,CROSS_STUDY_ANOMALY,1,0.825,"Site Site 1059 is high risk in 1/2 studies: Study_21, Study_22"
"Study_21, Study_24",Site 1034,1,0,1,0,0,CROSS_STUDY_ANOMALY,1,0.825,"Site Site 1034 is high risk in 1/2 studies: Study_21, Study_24"
"Study_21, Study_22",Site 1027,1,0,1,0,0,CROSS_STUDY_ANOMALY,1,0.825,"Site Site 1027 is high risk in 1/2 studies: Study_21, Study_22"
"Study_21, Study_24",Site 1018,1,0,1,0,0,CROSS_STUDY_ANOMALY,1,0.825,"Site Site 1018 is high risk in 1/2 studies: Study_21, Study_24"
Study_8,Site 450,1,0,1,0,0,STATISTICAL_OUTLIER,1,0.825,"inactivated_forms_count_sum (13.000) is outside IQR bounds [-1.500, 2.500]"
Study_21,Site 34,4,1,1,2,0,"PATTERN_ANOMALY, STATISTICAL_OUTLIER",2,0.825,"subject_count (47.000) is outside IQR bounds [-21.500, 46.500]; high_risk_count (6.000) is outside IQR bounds [-3.000, 5.000]; sae_pending_count_sum (6.000) is outside IQR bounds [-1.500, 2.500]"
Study_21,Site 1630,8,1,4,3,0,"PATTERN_ANOMALY, STATISTICAL_OUTLIER",2,0.825,"subject_count (48.000) is outside IQR bounds [-21.500, 46.500]; high_risk_count is 2.7 standard deviations above the mean (11.000 vs mean 1.548); subjects_with_issues (12.000) is outside IQR bounds [-3.500, 8.500]"
Study_21,Site 1624,4,1,1,2,0,"PATTERN_ANOMALY, STATISTICAL_OUTLIER",2,0.825,"subject_count (60.000) is outside IQR bounds [-21.500, 46.500]; high_risk_count (6.000) is outside IQR bounds [-3.000, 5.000]; sae_pending_count_sum (6.000) is outside IQR bounds [-1.500, 2.500]"
Study_21,Site 1623,4,1,1,2,0,"PATTERN_ANOMALY, STATISTICAL_OUTLIER",2,0.825,"subject_count (47.000) is outside IQR bounds [-21.500, 46.500]; high_risk_count (7.000) is outside IQR bounds [-3.000, 5.000]; sae_pending_count_sum (7.000) is outside IQR bounds [-1.500, 2.500]"
Study_21,Site 1559,4,1,1,2,0,"PATTERN_ANOMALY, STATISTICAL_OUTLIER",2,0.825,"subject_count (52.000) is outside IQR bounds [-21.500, 46.500]; high_risk_count (6.000) is outside IQR bounds [-3.000, 5.000]; sae_pending_count_sum (6.000) is outside IQR bounds [-1.500, 2.500]"
Study_21,Site 937,4,1,1,2,0,"PATTERN_ANOMALY, STATISTICAL_OUTLIER",2,0.825,"subject_count is 2.6 standard deviations above the mean (80.000 vs mean 17.051); high_risk_count (6.000) is outside IQR bounds [-3.000, 5.000]; sae_pending_count_sum (7.000) is outside IQR bounds [-1.500, 2.500]"
Study_21,Site 876,4,1,1,2,0,"PATTERN_ANOMALY, STATISTICAL_OUTLIER",2,0.825,"subject_count (54.000) is outside IQR bounds [-21.500, 46.500]; high_risk_count (6.000) is outside IQR bounds [-3.000, 5.000]; sae_pending_count_sum (6.000) is outside IQR bounds [-1.500, 2.500]"
Study_21,Site 849,4,1,1,2,0,"PATTERN_ANOMALY, STATISTICAL_OUTLIER",2,0.825,"subject_count (48.000) is outside IQR bounds [-21.500, 46.500]; high_risk_count (8.000) is outside IQR bounds [-3.000, 5.000]; sae_pending_count_sum (8.000) is outside IQR bounds [-1.500, 2.500]"
Study_21,Site 847,4,1,1,2,0,"PATTERN_ANOMALY, STATISTICAL_OUTLIER",2,0.825,"subject_count (49.000) is outside IQR bounds [-21.500, 46.500]; high_risk_count (6.000) is outside IQR bounds [-3.000, 5.000]; sae_pending_count_sum (6.000) is outside IQR bounds [-1.500, 2.500]"
Study_21,Site 423,4,1,1,2,0,"PATTERN_ANOMALY, STATISTICAL_OUTLIER",2,0.825,"subject_count (63.000) is outside IQR bounds [-21.500, 46.500]; high_risk_count (6.000) is outside IQR bounds [-3.000, 5.000]; sae_pending_count_sum (6.000) is outside IQR bounds [-1.500, 2.500]"
Study_8,Site 447,1,0,1,0,0,STATISTICAL_OUTLIER,1,0.825,"inactivated_forms_count_sum (23.000) is outside IQR bounds [-1.500, 2.500]"
Study_8,Site 445,1,0,1,0,0,STATISTICAL_OUTLIER,1,0.825,"inactivated_forms_count_sum (19.000) is outside IQR bounds [-1.500, 2.500]"
Study_8,Site 444,1,0,1,0,0,STATISTICAL_OUTLIER,1,0.825,"inactivated_forms_count_sum (6.000) is outside IQR bounds [-1.500, 2.500]"
Study_8,Site 441,1,0,1,0,0,STATISTICAL_OUTLIER,1,0.825,"inactivated_forms_count_sum (11.000) is outside IQR bounds [-1.500, 2.500]"
Study_8,Site 440,1,0,1,0,0,STATISTICAL_OUTLIER,1,0.825,"inactivated_forms_count_sum (11.000) is outside IQR bounds [-1.500, 2.500]"
Study_8,Site 435,1,0,1,0,0,STATISTICAL_OUTLIER,1,0.825,"inactivated_forms_count_sum (21.000) is outside IQR bounds [-1.500, 2.500]"
Study_8,Site 434,1,0,1,0,0,STATISTICAL_OUTLIER,1,0.825,"inactivated_forms_count_sum (7.000) is outside IQR bounds [-1.500, 2.500]"
Study_8,Site 412,1,0,1,0,0,STATISTICAL_OUTLIER,1,0.825,"inactivated_forms_count_sum (10.000) is outside IQR bounds [-1.500, 2.500]"
Study_8,Site 411,1,0,1,0,0,STATISTICAL_OUTLIER,1,0.825,"inactivated_forms_count_sum (10.000) is outside IQR bounds [-1.500, 2.500]"
Study_8,Site 402,1,0,1,0,0,STATISTICAL_OUTLIER,1,0.825,"inactivated_forms_count_sum (6.000) is outside IQR bounds [-1.500, 2.500]"
Study_8,Site 398,1,0,1,0,0,STATISTICAL_OUTLIER,1,0.825,"inactivated_forms_count_sum (29.000) is outside IQR bounds [-1.500, 2.500]"
Study_8,Site 393,1,0,1,0,0,STATISTICAL_OUTLIER,1,0.825,"inactivated_forms_count_sum (9.000) is outside IQR bounds [-1.500, 2.500]"
Study_8,Site 388,1,0,1,0,0,STATISTICAL_OUTLIER,1,0.825,"inactivated_forms_count_sum (12.000) is outside IQR bounds [-1.500, 2.500]"
Study_8,Site 387,1,0,1,0,0,STATISTICAL_OUTLIER,1,0.825,"inactivated_forms_count_sum (17.000) is outside IQR bounds [-1.500, 2.500]"
Study_21,Site 915,4,1,1,2,0,"PATTERN_ANOMALY, STATISTICAL_OUTLIER",2,0.825,"subject_count (49.000) is outside IQR bounds [-21.500, 46.500]; high_risk_count (8.000) is outside IQR bounds [-3.000, 5.000]; sae_pending_count_sum (9.000) is outside IQR bounds [-1.500, 2.500]"
Study_22,Site 1350,1,0,1,0,0,STATISTICAL_OUTLIER,1,0.825,subject_count is 3.3 standard deviations above the mean (95.000 vs mean 17.051)
Study_22,Site 1164,5,2,1,2,0,STATISTICAL_OUTLIER,1,0.825,"subject_count is 3.2 standard deviations above the mean (94.000 vs mean 17.051); high_risk_count (6.000) is outside IQR bounds [-3.000, 5.000]; missing_visit_count_sum is 6.1 standard deviations above the mean (9.000 vs mean 0.472)"
Study_22,Site 180,2,1,0,1,0,STATISTICAL_OUTLIER,1,0.825,"subject_count (51.000) is outside IQR bounds [-21.500, 46.500]; uncoded_whodd_count_sum is 9.2 standard deviations above the mean (16.000 vs mean 0.294)"
Study_22,Site 1692,7,2,3,2,0,STATISTICAL_OUTLIER,1,0.825,"subject_count (58.000) is outside IQR bounds [-21.500, 46.500]; subjects_with_issues (9.000) is outside IQR bounds [-3.500, 8.500]; uncoded_meddra_count_sum is 5.2 standard deviations above the mean (5.000 vs mean 0.156)"
Study_8,Site 385,1,0,1,0,0,STATISTICAL_OUTLIER,1,0.825,"inactivated_forms_count_sum (8.000) is outside IQR bounds [-1.500, 2.500]"
Study_8,Site 384,1,0,1,0,0,STATISTICAL_OUTLIER,1,0.825,"inactivated_forms_count_sum (15.000) is outside IQR bounds [-1.500, 2.500]"
Study_8,Site 383,1,0,1,0,0,STATISTICAL_OUTLIER,1,0.825,"inactivated_forms_count_sum (6.000) is outside IQR bounds [-1.500, 2.500]"
Study_8,Site 378,1,0,1,0,0,STATISTICAL_OUTLIER,1,0.825,"inactivated_forms_count_sum (13.000) is outside IQR bounds [-1.500, 2.500]"
Study_8,Site 327,1,0,1,0,0,STATISTICAL_OUTLIER,1,0.825,"inactivated_forms_count_sum (5.000) is outside IQR bounds [-1.500, 2.500]"
Study_8,Site 2,1,0,1,0,0,STATISTICAL_OUTLIER,1,0.825,"inactivated_forms_count_sum (6.000) is outside IQR bounds [-1.500, 2.500]"
Study_8,Site 185,1,0,1,0,0,STATISTICAL_OUTLIER,1,0.825,"inactivated_forms_count_sum (7.000) is outside IQR bounds [-1.500, 2.500]"
Study_8,Site 178,1,0,1,0,0,STATISTICAL_OUTLIER,1,0.825,"inactivated_forms_count_sum (13.000) is outside IQR bounds [-1.500, 2.500]"
Study_8,Site 1,1,0,1,0,0,STATISTICAL_OUTLIER,1,0.825,"inactivated_forms_count_sum (10.000) is outside IQR bounds [-1.500, 2.500]"
Study_6,Site 350,1,0,1,0,0,STATISTICAL_OUTLIER,1,0.825,"inactivated_forms_count_sum (6.000) is outside IQR bounds [-1.500, 2.500]"
Study_5,Site 347,1,0,1,0,0,STATISTICAL_OUTLIER,1,0.825,"inactivated_forms_count_sum (15.000) is outside IQR bounds [-1.500, 2.500]"
Study_5,Site 345,1,0,1,0,0,STATISTICAL_OUTLIER,1,0.825,"inactivated_forms_count_sum (36.000) is outside IQR bounds [-1.500, 2.500]"
Study_22,Site 20,3,1,1,1,0,STATISTICAL_OUTLIER,1,0.825,"subject_count (49.000) is outside IQR bounds [-21.500, 46.500]; uncoded_meddra_count_sum is 4.1 standard deviations above the mean (4.000 vs mean 0.156); edrr_open_issues_sum (1.000) is outside IQR bounds [0.000, 0.000]"
Study_22,Site 1946,6,1,4,1,0,STATISTICAL_OUTLIER,1,0.825,"subject_count (52.000) is outside IQR bounds [-21.500, 46.500]; missing_visit_count_sum (2.000) is outside IQR bounds [0.000, 0.000]; missing_pages_count_sum (8.000) is outside IQR bounds [-1.500, 2.500]"
Study_5,Site 341,1,0,1,0,0,STATISTICAL_OUTLIER,1,0.825,"inactivated_forms_count_sum (5.000) is outside IQR bounds [-1.500, 2.500]"
Study_5,Site 334,1,0,1,0,0,STATISTICAL_OUTLIER,1,0.825,"inactivated_forms_count_sum (5.000) is outside IQR bounds [-1.500, 2.500]"
Study_5,Site 332,1,0,1,0,0,STATISTICAL_OUTLIER,1,0.825,"inactivated_forms_count_sum (25.000) is outside IQR bounds [-1.500, 2.500]"
Study_5,Site 330,1,0,1,0,0,STATISTICAL_OUTLIER,1,0.825,"inactivated_forms_count_sum (5.000) is outside IQR bounds [-1.500, 2.500]"
Study_5,Site 325,1,0,1,0,0,STATISTICAL_OUTLIER,1,0.825,"inactivated_forms_count_sum (16.000) is outside IQR bounds [-1.500, 2.500]"
Study_5,Site 323,1,0,1,0,0,STATISTICAL_OUTLIER,1,0.825,"inactivated_forms_count_sum (5.000) is outside IQR bounds [-1.500, 2.500]"
Study_5,Site 321,1,0,1,0,0,STATISTICAL_OUTLIER,1,0.825,"inactivated_forms_count_sum (26.000) is outside IQR bounds [-1.500, 2.500]"
Study_5,Site 319,1,0,1,0,0,STATISTICAL_OUTLIER,1,0.825,"inactivated_forms_count_sum (6.000) is outside IQR bounds [-1.500, 2.500]"
Study_5,Site 304,1,0,1,0,0,STATISTICAL_OUTLIER,1,0.825,"inactivated_forms_count_sum (15.000) is outside IQR bounds [-1.500, 2.500]"
Study_5,Site 3,1,0,1,0,0,STATISTICAL_OUTLIER,1,0.825,"inactivated_forms_count_sum (10.000) is outside IQR bounds [-1.500, 2.500]"
