study,site_id,country,region,subject_count,avg_dqi_score,max_dqi_score,std_dqi_score,total_issue_types,avg_issue_types,high_risk_count,medium_risk_count,subjects_with_issues,sae_pending_count_sum,uncoded_meddra_count_sum,missing_visit_count_sum,missing_pages_count_sum,lab_issues_count_sum,max_days_outstanding_sum,max_days_page_missing_sum,uncoded_whodd_count_sum,edrr_open_issues_sum,inactivated_forms_count_sum,site_risk_category
Study_21,Site 1292,USA,AMERICA,1,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low
Study_21,Site 1293,USA,AMERICA,8,0.02291666666666667,0.18333333333333335,0.06481812160876686,1,0.125,1,0,1,1,0,0,0,0,0,0,0,0,0,Low
Study_21,Site 1294,USA,AMERICA,8,0.02291666666666667,0.18333333333333335,0.06481812160876686,1,0.125,1,0,1,1,0,0,0,0,0,0,0,0,0,Low
Study_21,Site 1295,CHN,ASIA,4,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low
Study_21,Site 1296,CHN,ASIA,17,0.05392156862745098,0.18333333333333335,0.08610584002420807,5,0.29411764705882354,5,0,5,5,0,0,0,0,0,0,0,0,0,Medium
Study_21,Site 1297,CHN,ASIA,19,0.048245614035087724,0.18333333333333335,0.08294255353245841,5,0.2631578947368421,5,0,5,5,0,0,0,0,0,0,0,0,0,Medium
Study_21,Site 1298,CHN,ASIA,5,0.04666666666666667,0.23333333333333334,0.10434983894999018,1,0.2,1,0,1,2,0,0,0,0,0,0,0,0,0,Medium
Study_21,Site 1299,CHN,ASIA,11,0.027878787878787878,0.18333333333333335,0.06346079677464449,2,0.18181818181818182,1,1,2,1,0,1,0,0,0,0,0,0,0,Low
Study_21,Site 130,FRA,EMEA,18,0.010185185185185186,0.18333333333333335,0.043212081072511246,1,0.05555555555555555,1,0,1,1,0,0,0,0,0,0,0,0,0,Low
Study_21,Site 1300,CHN,ASIA,10,0.10140645947592933,0.2916666666666667,0.11194796566757416,7,0.7,4,1,5,4,1,1,0,0,2,0,0,0,0,High
Study_21,Site 1301,CHN,ASIA,11,0.05,0.18333333333333335,0.08563488385776753,3,0.2727272727272727,3,0,3,3,0,0,0,0,0,0,0,0,0,Medium
Study_21,Site 1302,CHN,ASIA,34,0.021568627450980395,0.18333333333333335,0.05995641118204179,4,0.11764705882352941,4,0,4,4,0,0,0,0,0,0,0,0,0,Low
Study_21,Site 1303,CHN,ASIA,41,0.03577235772357724,0.18333333333333335,0.07355657078528782,8,0.1951219512195122,8,0,8,8,0,0,0,0,0,0,0,0,0,Low
Study_21,Site 1304,CHN,ASIA,33,0.022222222222222223,0.18333333333333335,0.060762896817298226,4,0.12121212121212122,4,0,4,4,0,0,0,0,0,0,0,0,0,Low
Study_21,Site 1305,CHN,ASIA,30,0.06735090392037375,0.33109689213893967,0.10053482733151055,13,0.43333333333333335,9,1,10,10,0,2,0,0,6,0,0,0,0,Medium
Study_21,Site 1306,CHN,ASIA,7,0.05238095238095238,0.18333333333333335,0.08945750668694888,2,0.2857142857142857,2,0,2,2,0,0,0,0,0,0,0,0,0,Medium
Study_21,Site 1307,CHN,ASIA,6,0.04861111111111111,0.2916666666666667,0.11907241805196006,2,0.3333333333333333,1,0,1,1,1,0,0,0,0,0,0,0,0,Medium
Study_21,Site 1308,CHN,ASIA,17,0.06764705882352942,0.23333333333333334,0.09510056596602791,6,0.35294117647058826,6,0,6,7,0,0,0,0,0,0,0,0,0,Medium
Study_21,Site 1309,CHN,ASIA,10,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low
Study_21,Site 131,FRA,EMEA,18,0.06666666666666668,0.23333333333333334,0.0980196058819607,6,0.3333333333333333,6,0,6,8,0,0,0,0,0,0,0,0,0,Medium
Study_21,Site 1310,CHN,ASIA,19,0.028947368421052635,0.18333333333333335,0.0686829595159909,3,0.15789473684210525,3,0,3,3,0,0,0,0,0,0,0,0,0,Low
Study_21,Site 1311,CHN,ASIA,7,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low
Study_21,Site 1312,CHN,ASIA,10,0.05500000000000001,0.18333333333333335,0.08855841344893546,3,0.3,3,0,3,3,0,0,0,0,0,0,0,0,0,Medium
Study_21,Site 1313,CHN,ASIA,16,0.07656626773049646,0.23333333333333334,0.09257176911745062,8,0.5,5,2,7,8,0,1,2,0,0,7,0,0,0,Medium
Study_21,Site 1314,CHN,ASIA,2,0.18333333333333335,0.18333333333333335,0.0,2,1.0,2,0,2,2,0,0,0,0,0,0,0,0,0,High
Study_21,Site 1315,CHN,ASIA,5,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low
Study_21,Site 1316,CHN,ASIA,13,0.04230769230769231,0.18333333333333335,0.08039698510314436,3,0.23076923076923078,3,0,3,3,0,0,0,0,0,0,0,0,0,Low
Study_21,Site 1317,CHN,ASIA,5,0.04666666666666667,0.23333333333333334,0.10434983894999018,1,0.2,1,0,1,2,0,0,0,0,0,0,0,0,0,Medium
Study_21,Site 1318,CHN,ASIA,5,0.06377234755662739,0.17678549664838514,0.08818192637352047,4,0.8,0,2,2,0,0,1,3,0,14,13,0,0,0,Medium
Study_21,Site 1319,JPN,ASIA,2,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low
Study_21,Site 132,FRA,EMEA,13,0.014102564102564105,0.18333333333333335,0.05084751798731267,1,0.07692307692307693,1,0,1,1,0,0,0,0,0,0,0,0,0,Low
Study_21,Site 1320,JPN,ASIA,1,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low
Study_21,Site 1321,JPN,ASIA,4,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low
Study_21,Site 1322,JPN,ASIA,2,0.09166666666666667,0.18333333333333335,0.12963624321753373,1,0.5,1,0,1,1,0,0,0,0,0,0,0,0,0,Medium
Study_21,Site 1323,JPN,ASIA,5,0.09100000000000001,0.3316666666666667,0.14474882459703162,3,0.6,1,1,2,2,0,2,0,0,0,0,0,0,0,Medium
Study_21,Site 1324,JPN,ASIA,2,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low
Study_21,Site 1325,JPN,ASIA,4,0.058333333333333334,0.23333333333333334,0.11666666666666667,1,0.25,1,0,1,2,0,0,0,0,0,0,0,0,0,Medium
Study_21,Site 1326,JPN,ASIA,3,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low
Study_21,Site 1327,JPN,ASIA,2,0.09166666666666667,0.18333333333333335,0.12963624321753373,1,0.5,1,0,1,1,0,0,0,0,0,0,0,0,0,Medium
Study_21,Site 1328,JPN,ASIA,2,0.06166666666666666,0.12333333333333332,0.08720983634634086,1,0.5,0,1,1,0,0,1,0,0,0,0,0,0,0,Medium
Study_21,Site 1329,JPN,ASIA,3,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low
Study_21,Site 1330,AUS,ASIA,12,0.030555555555555558,0.18333333333333335,0.07136240321480627,2,0.16666666666666666,2,0,2,2,0,0,0,0,0,0,0,0,0,Low
Study_21,Site 1331,AUS,ASIA,22,0.02727272727272728,0.23333333333333334,0.0708126402164897,3,0.13636363636363635,3,0,3,4,0,0,0,0,0,0,0,0,0,Low
Study_21,Site 1332,AUS,ASIA,31,0.07419354838709678,0.23333333333333334,0.09563033666322932,12,0.3870967741935484,12,0,12,14,0,0,0,0,0,0,0,0,0,Medium
Study_21,Site 1333,AUS,ASIA,8,0.006082785087719298,0.048662280701754386,0.017204714336106895,1,0.125,0,1,1,0,0,0,0,0,0,0,0,0,1,Low
Study_21,Site 1334,AUS,ASIA,5,0.06458333333333334,0.23333333333333334,0.10199826387411373,2,0.4,1,1,2,3,0,0,1,0,0,0,0,0,0,Medium
Study_21,Site 1335,AUS,ASIA,16,0.008904033687943264,0.14246453900709222,0.035616134751773054,2,0.125,0,1,1,0,0,0,2,0,0,65,0,0,0,Low
Study_21,Site 1336,AUS,ASIA,5,0.13291666666666668,0.2979166666666667,0.1300407254585185,4,0.8,3,0,3,6,0,0,1,0,0,0,0,0,0,High
Study_21,Site 1337,AUS,ASIA,14,0.07857142857142858,0.18333333333333335,0.09415130835240085,6,0.42857142857142855,6,0,6,6,0,0,0,0,0,0,0,0,0,Medium
Study_21,Site 1338,AUS,ASIA,19,0.009649122807017544,0.18333333333333335,0.042059551209602995,1,0.05263157894736842,1,0,1,1,0,0,0,0,0,0,0,0,0,Low
Study_21,Site 1339,AUS,ASIA,76,0.021258656509695294,0.23333333333333334,0.06094904754650851,9,0.11842105263157894,8,1,9,11,0,0,0,0,0,0,0,0,2,Low
Study_21,Site 1340,AUS,ASIA,9,0.061111111111111116,0.18333333333333335,0.09166666666666667,3,0.3333333333333333,3,0,3,3,0,0,0,0,0,0,0,0,0,Medium
Study_21,Site 1341,AUS,ASIA,1,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low
Study_21,Site 1342,AUS,ASIA,4,0.09166666666666667,0.18333333333333335,0.10584754935143141,2,0.5,2,0,2,2,0,0,0,0,0,0,0,0,0,Medium
Study_21,Site 1343,AUS,ASIA,29,0.05057471264367817,0.18333333333333335,0.08339078479367937,8,0.27586206896551724,8,0,8,8,0,0,0,0,0,0,0,0,0,Medium
Study_21,Site 1344,AUS,ASIA,4,0.04583333333333334,0.18333333333333335,0.09166666666666667,1,0.25,1,0,1,1,0,0,0,0,0,0,0,0,0,Medium
Study_21,Site 1345,BEL,EMEA,16,0.04583333333333334,0.18333333333333335,0.08198915917499229,4,0.25,4,0,4,4,0,0,0,0,0,0,0,0,0,Medium
Study_21,Site 1346,BEL,EMEA,12,0.05156982670744139,0.18333333333333335,0.08183055014701676,4,0.3333333333333333,3,1,4,3,0,0,0,0,0,0,1,0,0,Medium
Study_21,Site 1347,BEL,EMEA,17,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low
Study_21,Site 1348,BEL,EMEA,12,0.06476427115188584,0.22717125382263,0.09634558162377538,5,0.4166666666666667,4,0,4,4,0,0,0,0,0,0,1,0,0,Medium
Study_21,Site 1349,BEL,EMEA,5,0.08333333333333334,0.23333333333333334,0.11547005383792516,2,0.4,2,0,2,3,0,0,0,0,0,0,0,0,0,Medium
Study_21,Site 1350,BEL,EMEA,3,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low
Study_21,Site 1351,BEL,EMEA,8,0.02291666666666667,0.18333333333333335,0.06481812160876686,1,0.125,1,0,1,1,0,0,0,0,0,0,0,0,0,Low
Study_21,Site 1352,BEL,EMEA,24,0.0701388888888889,0.2916666666666667,0.105033830145531,10,0.4166666666666667,8,0,8,8,2,0,0,0,0,0,0,0,0,Medium
Study_21,Site 1353,BEL,EMEA,28,0.07432488900496213,0.33109689213893967,0.10525357795166465,12,0.42857142857142855,10,0,10,12,0,1,0,0,3,0,0,0,0,Medium
Study_21,Site 1354,BEL,EMEA,9,0.07222222222222223,0.23333333333333334,0.10929064207170001,3,0.3333333333333333,3,0,3,6,0,0,0,0,0,0,0,0,0,Medium
Study_21,Site 1355,BEL,EMEA,25,0.066324250764526,0.34977293577981655,0.10407086829447498,11,0.44,7,1,8,9,2,0,1,0,0,47,5,0,0,Medium
Study_21,Site 1356,BEL,EMEA,20,0.026250000000000002,0.18333333333333335,0.06428162406926614,3,0.15,2,1,3,2,2,0,0,0,0,0,0,0,0,Low
Study_21,Site 1357,BEL,EMEA,6,0.10000000000000002,0.23333333333333334,0.1110555416597179,3,0.5,3,0,3,4,0,0,0,0,0,0,0,0,0,High
Study_21,Site 1358,BEL,EMEA,22,0.05,0.18333333333333335,0.0835710894037345,6,0.2727272727272727,6,0,6,6,0,0,0,0,0,0,0,0,0,Medium
Study_21,Site 1359,BGR,EMEA,65,0.0458974358974359,0.23333333333333334,0.08117147750708843,16,0.24615384615384617,16,0,16,17,0,0,0,0,0,0,0,0,0,Medium
Study_21,Site 1360,BGR,EMEA,30,0.04888888888888889,0.18333333333333335,0.08245901493661399,8,0.26666666666666666,8,0,8,8,0,0,0,0,0,0,0,0,0,Medium
Study_21,Site 1361,BGR,EMEA,11,0.03386820674754862,0.18921694088970142,0.07536348725976406,3,0.2727272727272727,1,1,2,1,0,1,0,0,48,0,0,0,0,Low
Study_21,Site 1362,BGR,EMEA,86,0.021246177370030584,0.18333333333333335,0.05891861272247117,11,0.12790697674418605,9,1,10,9,1,0,0,0,0,0,1,0,0,Low
Study_21,Site 1363,BGR,EMEA,22,0.007952606503794804,0.17495734308348568,0.03730103087707345,2,0.09090909090909091,0,1,1,0,0,1,0,0,9,0,0,0,0,Low
Study_21,Site 1364,BGR,EMEA,65,0.03910256410256411,0.3666666666666667,0.0863380573650615,14,0.2153846153846154,12,0,12,14,3,0,0,0,0,0,0,0,0,Low
Study_21,Site 1365,BGR,EMEA,25,0.044000000000000004,0.18333333333333335,0.0799131472982457,6,0.24,6,0,6,6,0,0,0,0,0,0,0,0,0,Medium
Study_21,Site 1366,BGR,EMEA,25,0.042,0.3166666666666667,0.0891212241421346,6,0.24,5,0,5,5,2,0,0,0,0,0,0,0,0,Low
Study_21,Site 1367,BGR,EMEA,13,0.03100961538461539,0.2197916666666667,0.07605849538639058,3,0.23076923076923078,2,0,2,2,0,0,0,0,0,0,0,1,0,Low
Study_21,Site 1368,BGR,EMEA,25,0.009333333333333334,0.23333333333333334,0.04666666666666667,1,0.04,1,0,1,2,0,0,0,0,0,0,0,0,0,Low
Study_21,Site 1369,BGR,EMEA,54,0.01264148279485159,0.18333333333333335,0.04551531756181177,5,0.09259259259259259,3,1,4,3,0,0,1,0,0,37,0,0,0,Low
Study_21,Site 1370,BGR,EMEA,77,0.06745045474403273,0.24368501529051992,0.09007058420735539,29,0.37662337662337664,28,0,28,28,0,0,0,0,0,0,4,0,0,Medium
Study_21,Site 1371,BGR,EMEA,56,0.013350472273004265,0.1976264472882389,0.04860010846340648,5,0.08928571428571429,3,1,4,3,0,1,0,0,71,0,0,0,0,Low
Study_21,Site 1372,BGR,EMEA,60,0.02138888888888889,0.18333333333333335,0.059350824777400446,7,0.11666666666666667,7,0,7,7,0,0,0,0,0,0,0,0,0,Low
Study_21,Site 1373,BGR,EMEA,26,0.014102564102564105,0.18333333333333335,0.049820189502362215,2,0.07692307692307693,2,0,2,2,0,0,0,0,0,0,0,0,0,Low
Study_21,Site 1374,BGR,EMEA,30,0.03666666666666667,0.18333333333333335,0.07458698539828916,6,0.2,6,0,6,6,0,0,0,0,0,0,0,0,0,Low
Study_21,Site 1375,BGR,EMEA,8,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low
Study_21,Site 1376,BGR,EMEA,24,0.07599418545602275,0.18333333333333335,0.09187057698259803,11,0.4583333333333333,9,1,10,9,0,1,0,0,6,0,0,0,0,Medium
Study_21,Site 1377,BGR,EMEA,55,0.006666666666666667,0.18333333333333335,0.03463507582446233,2,0.03636363636363636,2,0,2,2,0,0,0,0,0,0,0,0,0,Low
Study_21,Site 1378,BGR,EMEA,10,0.05500000000000001,0.18333333333333335,0.08855841344893546,3,0.3,3,0,3,3,0,0,0,0,0,0,0,0,0,Medium
Study_21,Site 1379,BGR,EMEA,35,0.055476190476190484,0.2916666666666667,0.09072472498510417,11,0.3142857142857143,10,0,10,10,1,0,0,0,0,0,0,0,0,Medium
Study_21,Site 1380,BGR,EMEA,22,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low
Study_21,Site 1381,BGR,EMEA,46,0.08618436567738304,0.23333333333333334,0.095535154455924,27,0.5869565217391305,16,5,21,17,0,5,0,0,216,0,1,0,0,Medium
Study_21,Site 1382,BGR,EMEA,3,0.061111111111111116,0.18333333333333335,0.1058475493514314,1,0.3333333333333333,1,0,1,1,0,0,0,0,0,0,0,0,0,Medium
Study_21,Site 1383,BGR,EMEA,8,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low
Study_21,Site 1384,BGR,EMEA,3,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low
Study_21,Site 1385,BGR,EMEA,28,0.03273809523809524,0.18333333333333335,0.07150385509437131,5,0.17857142857142858,5,0,5,5,0,0,0,0,0,0,0,0,0,Low
Study_21,Site 1386,BGR,EMEA,17,0.04313725490196079,0.18333333333333335,0.08016017461789392,4,0.23529411764705882,4,0,4,4,0,0,0,0,0,0,0,0,0,Low
Study_21,Site 1387,BGR,EMEA,17,0.027941176470588237,0.2916666666666667,0.08116668679791995,3,0.17647058823529413,2,0,2,2,1,0,0,0,0,0,0,0,0,Low
Study_21,Site 1388,COL,AMERICA,33,0.007030170122275386,0.18333333333333335,0.03276247855775674,2,0.06060606060606061,1,1,2,1,0,0,0,0,0,0,0,0,1,Low
Study_21,Site 1389,COL,AMERICA,113,0.057000857452556994,0.23333333333333334,0.08774460075675987,36,0.3185840707964602,32,2,34,37,0,3,0,0,3,0,0,0,0,Medium
Study_21,Site 1390,COL,AMERICA,90,0.0313413568962015,0.23333333333333334,0.074034641909513,15,0.16666666666666666,13,1,14,21,0,1,0,0,43,0,0,0,0,Low
Study_21,Site 1391,COL,AMERICA,9,0.028019028202514444,0.18333333333333335,0.06253416759628505,2,0.2222222222222222,1,1,2,1,0,0,0,0,0,0,1,0,0,Low
Study_21,Site 1392,COL,AMERICA,49,0.008503401360544218,0.23333333333333334,0.04196041578463385,2,0.04081632653061224,2,0,2,3,0,0,0,0,0,0,0,0,0,Low
Study_21,Site 1393,COL,AMERICA,11,0.08230596642845273,0.18333333333333335,0.09461636358433258,6,0.5454545454545454,4,1,5,4,0,1,0,0,1,0,0,0,0,Medium
Study_21,Site 1394,CZE,EMEA,35,0.02619047619047619,0.18333333333333335,0.06508989689553325,5,0.14285714285714285,5,0,5,5,0,0,0,0,0,0,0,0,0,Low
Study_21,Site 1395,CZE,EMEA,13,0.014102564102564105,0.18333333333333335,0.05084751798731267,1,0.07692307692307693,1,0,1,1,0,0,0,0,0,0,0,0,0,Low
Study_21,Site 1396,CZE,EMEA,10,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low
Study_21,Site 1397,CZE,EMEA,42,0.03492063492063492,0.18333333333333335,0.07286337995413357,8,0.19047619047619047,8,0,8,8,0,0,0,0,0,0,0,0,0,Low
Study_21,Site 1398,CZE,EMEA,5,0.07333333333333333,0.18333333333333335,0.10041580220928047,2,0.4,2,0,2,2,0,0,0,0,0,0,0,0,0,Medium
Study_21,Site 1399,CZE,EMEA,87,0.024328927046387325,0.33292504570383913,0.06728981048011769,15,0.1724137931034483,9,2,11,10,0,2,0,0,36,0,0,1,1,Low
Study_21,Site 14,SVK,EMEA,62,0.02956989247311828,0.18333333333333335,0.06798018534561341,10,0.16129032258064516,10,0,10,10,0,0,0,0,0,0,0,0,0,Low
Study_21,Site 1400,CZE,EMEA,99,0.046153444869167,0.35669104204753205,0.08503570317653639,27,0.2727272727272727,23,1,24,24,0,1,1,0,73,0,0,2,0,Medium
Study_21,Site 1401,CZE,EMEA,8,0.016666666666666666,0.13333333333333333,0.04714045207910316,1,0.125,0,1,1,0,1,0,0,0,0,0,0,0,0,Low
Study_21,Site 1402,CZE,EMEA,23,0.0732482844500967,0.3416666666666667,0.10092923058422648,11,0.4782608695652174,6,3,9,7,1,3,0,0,22,0,0,0,0,Medium
Study_21,Site 1403,CZE,EMEA,4,0.04583333333333334,0.18333333333333335,0.09166666666666667,1,0.25,1,0,1,1,0,0,0,0,0,0,0,0,0,Medium
Study_21,Site 1404,CZE,EMEA,11,0.05587121212121213,0.24791666666666667,0.0971325795243311,4,0.36363636363636365,3,0,3,3,0,0,1,0,0,0,0,0,0,Medium
Study_21,Site 1405,CZE,EMEA,39,0.05950854700854702,0.2541666666666667,0.09134187234956644,13,0.3333333333333333,12,0,12,13,0,0,2,0,0,0,0,0,0,Medium
Study_21,Site 1406,CZE,EMEA,12,0.03089351005484461,0.18738878732480196,0.07215687528765839,3,0.25,1,1,2,1,0,1,0,0,43,0,0,0,0,Low
Study_21,Site 1407,CZE,EMEA,35,0.015714285714285715,0.18333333333333335,0.052071917516426605,3,0.08571428571428572,3,0,3,3,0,0,0,0,0,0,0,0,0,Low
Study_21,Site 1408,CZE,EMEA,18,0.061111111111111116,0.18333333333333335,0.08892972917998877,6,0.3333333333333333,6,0,6,6,0,0,0,0,0,0,0,0,0,Medium
Study_21,Site 1409,CZE,EMEA,17,0.09736387425171167,0.18738878732480196,0.09462554465084004,11,0.6470588235294118,7,2,9,7,0,2,0,0,78,0,0,0,0,Medium
Study_21,Site 1410,CZE,EMEA,40,0.04125,0.18333333333333335,0.07753204465714773,9,0.225,9,0,9,9,0,0,0,0,0,0,0,0,0,Low
Study_21,Site 1411,CZE,EMEA,13,0.014102564102564105,0.18333333333333335,0.05084751798731267,1,0.07692307692307693,1,0,1,1,0,0,0,0,0,0,0,0,0,Low
Study_21,Site 1412,CZE,EMEA,57,0.028947368421052635,0.18333333333333335,0.06744532734334624,9,0.15789473684210525,9,0,9,9,0,0,0,0,0,0,0,0,0,Low
Study_21,Site 1413,CZE,EMEA,42,0.05767959685459061,0.23333333333333334,0.08793750847457339,16,0.38095238095238093,11,2,13,12,0,1,1,0,66,64,0,0,2,Medium
Study_21,Site 1414,CZE,EMEA,21,0.05476190476190477,0.23333333333333334,0.08930952063576691,6,0.2857142857142857,6,0,6,7,0,0,0,0,0,0,0,0,0,Medium
Study_21,Site 1415,CZE,EMEA,91,0.032386725398112465,0.3066648936170213,0.07477858869586378,19,0.2087912087912088,14,1,15,14,0,1,7,0,6,62,0,0,0,Low
Study_21,Site 1416,CZE,EMEA,20,0.051250000000000004,0.2916666666666667,0.09374731964979302,6,0.3,5,0,5,5,1,0,0,0,0,0,0,0,0,Medium
Study_21,Site 1417,CZE,EMEA,60,0.05500000000000001,0.18333333333333335,0.08472287826611484,18,0.3,18,0,18,18,0,0,0,0,0,0,0,0,0,Medium
Study_21,Site 1418,CZE,EMEA,24,0.030555555555555558,0.18333333333333335,0.06979380719913077,4,0.16666666666666666,4,0,4,4,0,0,0,0,0,0,0,0,0,Low
Study_21,Site 1419,CZE,EMEA,14,0.042857142857142864,0.23333333333333334,0.08591246929842246,3,0.21428571428571427,3,0,3,4,0,0,0,0,0,0,0,0,0,Low
Study_21,Site 1420,CZE,EMEA,25,0.059300917431192667,0.3166666666666667,0.10052234848866558,9,0.36,7,0,7,7,2,0,0,0,0,0,5,0,0,Medium
Study_21,Site 1421,DNK,EMEA,40,0.03666666666666667,0.18333333333333335,0.07426755358613557,8,0.2,8,0,8,8,0,0,0,0,0,0,0,0,0,Low
Study_21,Site 1422,DNK,EMEA,7,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low
Study_21,Site 1423,DNK,EMEA,18,0.05092592592592593,0.18333333333333335,0.08449624314312075,5,0.2777777777777778,5,0,5,5,0,0,0,0,0,0,0,0,0,Medium
Study_21,Site 1424,DNK,EMEA,16,0.048874725877192986,0.18333333333333335,0.0810730702245033,5,0.3125,4,1,5,4,0,0,0,0,0,0,0,0,1,Medium
Study_21,Site 1425,DNK,EMEA,12,0.04583333333333334,0.18333333333333335,0.082915619758885,3,0.25,3,0,3,3,0,0,0,0,0,0,0,0,0,Medium
Study_21,Site 1426,DNK,EMEA,36,0.05466386082370636,0.3351188299817185,0.09274642671542867,15,0.4166666666666667,8,2,10,8,0,2,2,0,21,36,0,1,0,Medium
Study_21,Site 1427,DNK,EMEA,19,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low
Study_21,Site 1428,DNK,EMEA,26,0.06001940719830629,0.23333333333333334,0.09253266005538117,9,0.34615384615384615,8,0,8,9,0,0,0,0,0,0,1,0,0,Medium
Study_21,Site 1429,DNK,EMEA,5,0.03666666666666667,0.18333333333333335,0.08198915917499229,1,0.2,1,0,1,1,0,0,0,0,0,0,0,0,0,Low
Study_21,Site 1430,HUN,EMEA,15,0.024444444444444446,0.18333333333333335,0.06450872546699138,2,0.13333333333333333,2,0,2,2,0,0,0,0,0,0,0,0,0,Low
Study_21,Site 1431,HUN,EMEA,48,0.03923611111111112,0.23333333333333334,0.07760370803250326,10,0.20833333333333334,10,0,10,11,0,0,0,0,0,0,0,0,0,Low
Study_21,Site 1432,HUN,EMEA,45,0.03962037037037037,0.31625,0.08233290691897374,11,0.24444444444444444,9,0,9,9,0,0,1,0,0,1267,0,0,0,Low
Study_21,Site 1433,HUN,EMEA,32,0.049671487145390075,0.2916666666666667,0.08988671312585676,10,0.3125,7,1,8,8,1,0,3,0,0,58,0,0,0,Medium
Study_21,Site 1434,HUN,EMEA,13,0.05641025641025642,0.18333333333333335,0.08807048459279793,4,0.3076923076923077,4,0,4,4,0,0,0,0,0,0,0,0,0,Medium
Study_21,Site 1435,HUN,EMEA,7,0.08571428571428573,0.23333333333333334,0.1081958835000168,3,0.42857142857142855,3,0,3,4,0,0,0,0,0,0,0,0,0,Medium
Study_21,Site 1436,HUN,EMEA,79,0.054852320675105495,0.23333333333333334,0.08963966719039128,22,0.27848101265822783,22,0,22,32,0,0,0,0,0,0,0,0,0,Medium
Study_21,Site 1437,HUN,EMEA,49,0.03220663265306122,0.23333333333333334,0.07110339548894054,9,0.1836734693877551,8,1,9,9,0,0,0,0,0,0,0,1,0,Low
Study_21,Site 1438,HUN,EMEA,63,0.04613094028998965,0.23333333333333334,0.08375550987485501,16,0.25396825396825395,14,1,15,18,0,1,0,0,49,0,0,0,0,Medium
Study_21,Site 1439,HUN,EMEA,24,0.05347222222222223,0.18333333333333335,0.08512269727271504,7,0.2916666666666667,7,0,7,7,0,0,0,0,0,0,0,0,0,Medium
Study_21,Site 1440,HUN,EMEA,14,0.0564272656045965,0.23333333333333334,0.09331000788026675,6,0.42857142857142855,2,2,4,3,0,2,0,0,82,0,0,0,0,Medium
Study_21,Site 1441,HUN,EMEA,19,0.06927451169056095,0.23333333333333334,0.0939269886036901,9,0.47368421052631576,5,2,7,6,0,2,0,0,17,0,0,0,0,Medium
Study_21,Site 1442,HUN,EMEA,25,0.03666666666666667,0.18333333333333335,0.07484551991837489,5,0.2,5,0,5,5,0,0,0,0,0,0,0,0,0,Low
Study_21,Site 1443,HUN,EMEA,29,0.06447557471264367,0.2197916666666667,0.09068242947523478,11,0.3793103448275862,10,0,10,10,0,0,0,0,0,0,0,1,0,Medium
Study_21,Site 1444,HUN,EMEA,36,0.05247708460288442,0.24791666666666667,0.08646971886577355,12,0.3333333333333333,9,1,10,9,0,1,1,0,8,0,0,0,0,Medium
Study_21,Site 1445,HUN,EMEA,16,0.09166666666666667,0.18333333333333335,0.09467292624062577,8,0.5,8,0,8,8,0,0,0,0,0,0,0,0,0,Medium
Study_21,Site 1446,HUN,EMEA,80,0.04654570383912249,0.23333333333333334,0.08154061087268166,24,0.3,16,4,20,20,0,4,0,0,10,0,0,0,0,Medium
Study_21,Site 1447,HUN,EMEA,5,0.0381358927483242,0.19067946374162098,0.08527444856789418,2,0.4,0,1,1,0,0,1,0,0,52,0,0,0,0,Low
Study_21,Site 1448,HUN,EMEA,13,0.02820512820512821,0.18333333333333335,0.06884786481822433,2,0.15384615384615385,2,0,2,2,0,0,0,0,0,0,0,0,0,Low
